,SP.ADO.TFRT,NV.AGR.TOTL.ZS,ER.H2O.FWTL.ZS,SH.STA.BRTC.ZS,EN.ATM.CO2E.PC,SP.DYN.CONU.ZS,FS.AST.DOMS.GD.ZS,EG.USE.ELEC.KH.PC,EG.USE.PCAP.KG.OE,NE.EXP.GNFS.ZS,DT.DOD.DECT.CD,SP.DYN.TFRT.IN,BX.KLT.DINV.CD.WD,AG.LND.FRST.K2,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GNP.PCAP.CD,NY.GNP.PCAP.PP.CD,NY.GNP.ATLS.CD,NY.GNP.MKTP.PP.CD,NE.GDI.TOTL.ZS,TX.VAL.TECH.MF.ZS,SH.IMM.MEAS,NE.IMP.GNFS.ZS,SI.DST.FRST.20,NV.IND.TOTL.ZS,NY.GDP.DEFL.KD.ZG,TG.VAL.TOTL.GD.ZS,MS.MIL.XPND.GD.ZS,IT.CEL.SETS.P2,SH.DYN.MORT,TT.PRI.MRCH.XD.WD,SM.POP.NETM,DT.ODA.ALLD.CD,BX.TRF.PWKR.CD.DT,EN.POP.DNST,SP.POP.GROW,SP.POP.TOTL,SI.POV.DDAY,SI.POV.NAHC,SH.DYN.AIDS.ZS,SH.STA.MALN.ZS,SE.PRM.CMPT.ZS,GC.REV.XGRT.GD.ZS,SE.PRM.ENRR,SE.ENR.PRSC.FM.ZS,SE.SEC.ENRR,IQ.SCI.OVRL,AG.SRF.TOTL.K2,GC.TAX.TOTL.GD.ZS,ER.PTD.TOTL.ZS,IC.REG.DURS,DT.TDS.DECT.EX.ZS,SP.URB.GROW,SP.DYN.LE00.IN
"Iran, Islamic Rep. - 2016 [YR2016]",37.001,9.78442038070612,72.3346303501945,,7.28891335871383,,,,,21.1617079991403,6058410415.5,2.07,3372000000,107020.8,457954614142.539,8.8150866425182,5470,14680,456042782788.575,1222831727825.07,29.1091993391312,1.3987526336424,99,19.2261389217023,6.1,34.3675077733411,9.39978461338336,25.3263088564274,2.97279327924115,96.65573395,15,127.6315582,23759,116190002.441406,,51.1470265723618,1.83580791714073,83306231,0.7,,0.1,,100.264381408691,,111.235572814941,1.01882994174957,86.8663177490234,78.8889,1745150,,7.66655342395126,72.5,2.20112497345704,2.54486645662248,Class 75.0-79.0
Iraq - 2016 [YR2016],71.676,3.97718981146129,109.403409090909,,3.67545634143913,,,,,28.1085236792986,23359302873.5,3.9,-6255900000,8250,166602488747.885,13.7873730187089,5050,8840,195551413178.232,341952563711.703,17.8772047937279,,79,26.4797965093784,,46.1825020614016,-11.1041709203303,54.5886203042418,3.50337780578203,86.43095061,28.8,103.5365761,-75580,2287899902.34375,986400000,89.1394772970184,2.45940250005547,38697943,,,,,,27.5845069892397,,,,50,435052,2.07780523585979,1.54077890873295,34.5,2.81645315883768,2.70652001281654,Class 65.0-69.0
Ireland - 2016 [YR2016],7.217,0.944964684191137,2.60839002265306,99.7,8.16447211395202,,,,,121.695568587883,,1.81,102915688042.276,7623.5,299091127524.505,2.00665411509893,51790,58240,246289236551.366,276939393596.035,37.5888787037129,32.8328927618757,92,106.042332931575,7.9,36.9044125760714,0.727822429645713,70.8977901668536,0.334441787964128,103.3786082,3.6,97.76549383,18978,,575484813.694401,69.027943097692,1.12883406399428,4755335,0.1,,0.2,,99.6918792724609,26.2303150815645,101.341491699219,1.00690996646881,117.028717041016,,70280,19.044599474527,4.04293371670989,11,,1.44654704678436,Class 80.0-84.0
Isle of Man - 2016 [YR2016],20.414,0.590100696950693,,,,,,,,,,1.691,,34.6,6846691871.45558,6.95231147466393,78710,,6568606843.98709,,,,,,,7.90699830002406,2.23677859363892,,,,,,107,,,146.40350877193,-0.171213441967113,83450,,,,,,,,,,,570,,4.29405702507729,,,0.0160269252687058,Class 80.0-84.0
Israel - 2016 [YR2016],9.505,1.44863490714464,159.866666666667,,7.60358062251346,,,,,29.9549598852839,,3.11,11988000000,1400,322102790386.835,4.52168030880658,36970,37500,315959138676.072,320479833105.935,22.8615352511902,21.8134039268515,97,28.0890266646028,5.1,18.9735138690915,0.357880736218405,39.2368535051243,5.4670310701111,129.5500471,3.8,113.8953741,13263,,963400000,394.916820702403,1.9603489624817,8546000,0.2,,,,103.578750610352,31.5423492054738,104.748046875,1.0129599571228,105.23307800293,,22070,23.0422585923939,8.58173027677053,11,,2.04385516915739,Class 80.0-84.0
Italy - 2016 [YR2016],4.883,1.9283733073049,18.5580334855342,99.9,5.49824437749353,,,,,29.3278907466434,,1.34,25656663794.7916,93508.9,1877071687633.78,1.29346273155907,31970,40040,1938263470221.71,2427621534122.07,17.5610283085114,8.2895405832385,87,26.0397120675783,6.1,21.2179443783853,1.13435002037254,46.2702093756928,1.33483525169556,142.9771615,3.4,105.421041,49591,,9512833703.54224,205.017949533001,-0.169884073301448,60627498,1.6,20.3,0.3,,97.7497100830078,39.9518382853316,99.4254608154297,1.00269997119904,101.662353515625,,302069,25.0703095459877,13.3464442429884,11,,0.24612722181536,Class 80.0-84.0
Jamaica - 2016 [YR2016],41.868,6.59878385622518,12.4734362006837,99.7,2.7023632610755,,,,,31.8134375482687,14025942394.7,1.516,927976718.982491,5813.4,14077109396.8584,1.37522306445538,4770,9130,13358047477.1633,25591046475.9209,21.2881379416869,4.12750704824435,95,44.6417214090368,,19.1120719419231,4.66417119108644,42.4021710119843,0.954824791537478,116.5786502,14.6,86.45005719,-11329,26850000.3814697,2433422795.7277,258.789935364728,0.294793625837463,2802695,,,1.3,4.4,79.695068359375,28.386524407064,,,,77.7777666666667,10990,26.0266694669571,1.40556650931052,10,40.2565904402688,0.776923966989195,Class 70.0-74.0
Japan - 2016 [YR2016],3.742,1.12498130848332,18.5348837209302,99.8,9.18971324246907,,344.337526723817,,,16.0579692360598,,1.44,40954181468.5533,249400,5003677627544.24,0.753826745903538,38460,42010,4887581873400.53,5338418864031.4,24.8355973184149,17.5921112166358,96,15.2522776095286,,28.6299476490573,0.419944376057259,25.0371845121216,0.929516816486597,131.3864746,2.7,72.32854864,156993,,3830448522.34687,348.631001371742,-0.0511374152133631,127076000,,,,,,,98.2427825927734,1.00527000427246,102.372016906738,,377970,,2.09183621347664,11.2,,0.0319961980437917,Class 80.0-84.0
Jordan - 2016 [YR2016],28.903,4.50634100345241,132.492668621701,,2.49120491465034,,,,,34.0520346804419,27110465347.6,3.077,1552957746.47887,975,39892551148.8301,1.99418081845471,3830,8990,38173997645.3796,89557524170.9319,20.0397466869389,3.37782670225203,96,54.8381524825357,,24.6693124595052,1.3620065787224,67.3634531412716,4.51419331656486,98.53271402,17,71.87079476,49192,2727969970.70313,4374647887.32395,112.239873845461,4.83585013508326,9964656,,,,,72.0658874511719,22.0087683090858,78.560417175293,,,71.1111333333333,89320,15.0206304272221,1.76535777731989,12.5,17.1503390780725,5.11245815246083,Class 75.0-79.0
Kazakhstan - 2016 [YR2016],28.343,4.55600427070659,33.6130536130536,99.9,11.3606819805828,,43.2969072501099,,,31.8438886422836,163778683648.4,2.77,17223789547.9215,33377.1,137278320084.171,1.09999999990164,8770,21490,155999097702.372,382306984208.955,27.8275828886455,32.0985345639872,99,28.4677079441317,9.8,31.9797903606788,13.6384336167435,44.9306197527631,0.933551765285713,141.2436051,11,130.4040589,-7445,62779998.7792969,384165377.828952,6.59112308775049,1.42204614032925,17794055,0.1,,0.2,,110.29857635498,13.7478560018445,109.885208129883,1.01620995998383,113.250022888184,92.2222333333333,2724902,9.92425019653,3.18942507887438,9,46.1950522148205,1.54961238038118,Class 70.0-74.0
Kenya - 2016 [YR2016],76.813,20.0345164328349,19.4782608695652,70.2,0.399069458041991,61.2,,,,13.2497448006759,21057671043.3,3.724,469533310.683932,35519.7,74815121314.9381,4.21351706814744,1500,3970,71748228453.1521,190212512400.661,19.3484358309332,7.58603492563187,96,21.6152747725065,,18.1621592865164,5.84962894648808,26.467911368669,1.3487397833903,81.39149513,43.8,108.9979037,-29727,2188389892.57813,1744639174.70127,84.1527040798398,2.20214556198549,47894670,,,4.9,,99.6787414550781,19.0657755266586,103.205337524414,,,55.5555333333333,580370,14.9664727307544,10.5050213796236,22,11.1736382993382,3.9292922985166,Class 60.0-64.0
Kiribati - 2016 [YR2016],43.56,26.3384963399206,,,0.572089137900483,,,,,19.2200603502915,,3.471,1806963.91645454,11.8,178509812.667261,-0.478196754652373,2660,3490,315109529.028099,414125998.554331,33.9859343676004,2.75950742368185,80,109.478019117866,,15.4800246864841,6.44572924085192,82.9086075373733,,43.87704302,56.1,133.541526,-838,60840000.1525879,16294959.638821,146.312345679012,1.53561388437723,118513,,,,,100.869567871094,92.4540091383301,106.283836364746,,,39.9999666666667,810,24.8957896884789,11.8173045605077,31,,3.13253230109597,Class 65.0-69.0
"Korea, Dem. People's Rep. - 2016 [YR2016]",2.068,,12.9220895522388,,1.18151869282282,,,,,,,1.87,89317271.7,61150.1,,,,,,,,,99,,,,,,,14.20265951,20,66.23415897,-3218,119650001.525879,,210.859654513745,0.519654351165206,25389611,,,,,,,,,,,120540,,1.26053207722418,,,0.835749842101323,Class 70.0-74.0
"Korea, Rep. - 2016 [YR2016]",2.838,1.85903488299151,45.0223592906708,,12.0247680284139,,,,,40.1326509111205,,1.172,12104300000,63250,1500111596236.37,2.94688171508626,29330,39720,1502014490137.9,2034377961086.03,30.1426786021619,30.5237689776385,98,33.4711585544775,7.5,34.2977996755017,1.98603850545349,60.1034617865811,2.45957788108271,119.46123,3.4,59.61550849,102075,,6523600000,525.370072521002,0.396851823381145,51217803,0.2,,,,98.0155715942383,25.7571874228072,97.7184219360352,0.99481999874115,100.485046386719,,100339,13.981952981677,3.88526952835922,8,,0.30861280632646,Class 80.0-84.0
Kosovo - 2016 [YR2016],9.221,8.17152319317784,,,,,36.4365214183693,,,23.8274047992876,2124776279.7,1.658,243787145.16453,,6682832632.27806,5.57175650727449,3930,10130,6988720109.33586,18008772500.6659,33.5220002547509,,,51.1914075084587,9.4,26.8584265970502,0.779271867669536,,0.773667432722959,,13.5,,-31383,370029998.779297,985798459.348214,,-0.596734073866868,1777557,0.8,,,,,,,,,43.3333333333333,,,,6,11.9693291156961,,Class 75.0-79.0
Kuwait - 2016 [YR2016],6.652,0.518216222920707,,99.9,22.6154589145238,,,,,47.6317246344806,,2.157,292026510.202096,62.5,109419728566.7,2.92586822591576,34540,48780,139808443981.995,197466766535.322,29.9588270706716,0.146947186659332,99,48.5271829064276,,52.1350326872521,-6.83796631002545,70.4607852806021,5.89352835739622,189.2095892,9,104.7177031,-90785,,3992522.74580202,227.165263748597,3.50280908539676,4048085,,,,,100.579002380371,,100.532150268555,,,,17820,,10.9982704332786,61.4,,3.50280908539676,Class 75.0-79.0
Kyrgyz Republic - 2016 [YR2016],41.777,12.8344731564928,15.7510729613734,,1.59565753762645,,,,,35.8254088751692,7975476699.5,3.1,619220700,12562.4,6813092065.83507,4.33585591715968,1110,4440,6741189076.58309,26964623069.93,33.9391792937351,19.631318350849,97,69.9981651422372,10,26.5464240007793,6.05056427537542,81.7983955911349,1.6973895707374,126.5063102,21.1,126.0726986,-25279,519489990.234375,1994607957.6931,31.6970802919708,2.0372244221997,6079500,1.1,25.4,0.2,,101.785873413086,28.1308467721619,104.601470947266,0.994889974594116,93.834716796875,85.5555666666667,199950,16.9491731803417,6.51440059612817,10,27.8457897326836,2.50290205121746,Class 70.0-74.0
Lao PDR - 2016 [YR2016],79.141,17.2301765948066,4.02310924369748,,2.27853328869775,,,,,33.2094274563541,13535138628.7,2.722,935296172.783645,167335,15912495368.8717,7.02283625501138,2110,6510,14563895291.9878,44835845958.1785,29.0076540958702,33.5741001661276,81,41.8824634642904,,28.7595046372574,3.02230644256338,60.436781140015,,57.44162039,51.5,96.81849635,-11401,399459991.455078,189361894.016859,29.8585918544194,1.51981369057872,6891363,,,0.3,,99.7322692871094,,109.651756286621,0.938601553440094,66.3092422485352,64.4444666666667,236800,,16.6822252710073,174,10.6880901967025,3.3988471695968,Class 65.0-69.0
Late-demographic dividend - 2016 [YR2016],25.5589295246247,6.77180060597437,5.87222745165449,,6.28633261831088,,,,,28.0721659256499,,1.79069491339715,525815105779.184,17578118.622,18593480223412.1,4.47735637326734,8345.94651253842,14935.8959432627,18962970749634.9,33936109878750.8,34.8294680507471,23.7140197617259,97.8564219377775,25.1960506563862,,35.4874712851977,1.73891568453784,43.2124775908703,2.06609244490855,110.460057411029,11.5859457509027,,152609,12084700069.4275,122917642800.417,50.9884255098701,0.62346940466476,2272117455,,,,,93.3877334594727,19.4396528555481,100.729972839355,1.00821995735168,88.1010894775391,,45821658.4,10.6981665092699,12.3864554614707,15.7854166666667,,2.10948861158255,Class 75.0-79.0
Latin America & Caribbean - 2016 [YR2016],64.2197990427026,5.95289357201513,2.5848804652266,,2.71949042780498,,,,,22.2079954391645,,2.01871262227167,220142142775.859,9426994.8,5249604778459.18,-0.162506120482277,8427.13082496141,14865.0536167779,5289444311393.36,9330325460110.92,18.9987757171455,14.62211433168,92.4747143806874,22.7289997275069,,27.9510578304351,2.05600645097806,36.355533732291,1.25155910583844,110.020807477075,18.5,,-139806,11188710220.0389,74426854073.0743,31.3220948383066,1.0103735011334,627668470,4.4,,0.48328874297889,3.12042760848999,99.4167709350586,24.3520159501057,107.595802307129,1.01408004760742,95.9076080322266,,20425978,13.8184165366685,16.3108412499987,32.1787878787879,,1.33368496895262,Class 70.0-74.0
Latin America & Caribbean (excluding high income) - 2016 [YR2016],63.8235154019732,5.28672886830894,2.4653138758527,,2.52982585963249,,,,,20.4531295373219,1654389624782.8,2.01610230488511,149390498034.322,8709226.6,4470023342847.96,-0.292896399139238,8077.98065433677,14402.2819438197,4565165526866.46,8139262007620.54,18.7137014374327,15.6379344999845,92.7161497297313,21.8183385459837,,23.5946485891604,3.37947541731888,35.4111797320392,1.20748369719455,110.132088889454,18.5179750578281,,72368,10945790217.3996,72855434535.0841,31.1595130369578,1.0404011387994,565136972,,,0.47898163633071,,99.8708877563477,24.5294114670629,108.583938598633,1.01425004005432,96.2083969116211,,18474256,13.5068324186168,15.6090701638274,31.2130434782609,29.0619430897545,1.40130847820974,Class 70.0-74.0
Latin America & the Caribbean (IDA & IBRD countries) - 2016 [YR2016],64.6200316914988,6.13822465756347,2.53617411053165,,2.7407532968121,,,,,21.274537021561,,2.02995945054637,167268283608.203,9383996.8,5015169783554.02,-0.159344595741899,8345.70709355853,14845.8527547599,5104802692579.28,9080734354387.68,19.4071738462787,14.6937410919854,92.3986291573689,22.3608734891883,,27.6598287289472,2.70719129663175,36.785474377941,1.21572464087359,111.496138960454,18.6888664877505,,-63654,6981720130.62239,73986369384.8627,30.7163878796863,1.04611277822859,611668087,,,0.483828444869488,,99.4992980957031,24.3631948850354,107.825546264648,1.01423001289368,95.9266967773438,,20290496,13.8055009537914,16.3788278833737,33.9633333333333,,1.37902699653631,Class 70.0-74.0
Latvia - 2016 [YR2016],15.212,3.25954215081562,1.09715387839433,99.9,3.64642259880778,,,,,59.6070823895513,,1.74,335420977.516689,33953.1,28083597512.4841,2.36861474664423,14800,26680,28996884264.868,52287368301.5675,21.062282756706,17.240453850112,93,59.2577312874961,6.9,18.5195892811901,0.863392494557075,95.1729919506163,1.45069330442935,134.2946659,4.7,106.8349758,-10340,,1234945490.06786,31.4901409356067,-0.913885332226604,1959537,0.6,22.1,0.5,,98.0600967407227,41.0437669974671,99.1985473632813,0.993120014667511,111.296806335449,90,64594,23.5038978134329,17.5098922163384,5.5,,-0.853577171409638,Class 70.0-74.0
Least developed countries: UN classification - 2016 [YR2016],99.745719481561,20.8315607849117,4.34824718972789,,0.311389155885292,,,,,17.0833674239717,,4.22124303824587,25921643793.5904,5505964.9,996514857122.369,4.29563510287201,989.9045922313,2802.19305672437,965420239582.107,2732883465143.11,29.8968569935686,7.68181048076027,73.6710297506291,26.5155342974025,,26.4740809872108,4.58220579113343,37.4035713987002,1.70315793258866,66.7457279047484,71.0947589629632,,-476043,43409390375.1374,41060217772.7181,47.8112065738296,2.45162730048925,975265947,,,1.55998658551681,,70.9069213867188,13.2881591529578,103.635971069336,0.938839972019196,46.1304817199707,,20814309.92,10.0579198387594,12.2265896812716,27.5222222222222,,4.1627436942135,Class 60.0-64.0
Lebanon - 2016 [YR2016],21.926,2.72714945765006,37.75,,4.44371194348146,,,,,21.7261558871093,69509159841.8,2.183,2568485071.1,1409.3,51147308773.9304,1.55454940951772,7750,16320,48501676410.7196,102158566760.333,23.1425713712477,2.82254509400518,82,45.9974619035767,,15.9539038079005,0.871295200305951,45.5507837234927,5.06266311306368,68.33843563,9.2,112.3636284,-228173,1129339965.82031,7605729645.2,611.790713587488,-2.2172797902348,6258619,,,0.1,,,17.7400851323536,,,,63.3333333333333,10450,13.5253568934481,1.04234132124352,15,71.0030562079369,-2.03583729213285,Class 75.0-79.0
Lesotho - 2016 [YR2016],93.332,4.92411763358152,0.837476099426386,,0.321521060958863,,,,,44.3269142147549,1358062674.5,3.239,79234548.9131339,345.2,2114428033.39316,3.60540004794542,1230,3290,2642565117.54612,7046118125.5237,28.7760060475866,0.144839385510153,90,94.0208878992086,,30.5866475742865,-0.291921397476386,129.680459996538,1.77949879014693,106.485695,77.8,88.22333032,-3861,112069999.694824,453529594.808965,70.6150197628458,1.18953362244047,2143872,,,24.2,,85.6288528442383,35.4153992132621,117.695266723633,1.04343998432159,58.5193405151367,57.7778,30360,29.2862704413974,0.259058862108542,29,3.93824345620034,2.6981096648983,Class 50.0-54.0
Liberia - 2016 [YR2016],137.119,35.9187135102446,0.07295,,0.299672956167287,,,,,,950332609.9,4.461,311699760.322875,77384.8,3398419600,-1.5549586174878,620,1280,2918535409.45408,6015889037.98666,,,70,,7.2,13.7704420019235,6.97295697153928,46.5216243456223,1.06263832185229,66.23325736,86.3,136.0117811,-26822,819179992.675781,580127751.435,48.8589804817276,2.01259665687601,4706097,27.6,50.9,1.3,13.6,,,89.4702072143555,,,57.7777666666667,111370,,0.773224088935579,6,3.05878407171582,2.87997422054647,Class 60.0-64.0
Libya - 2016 [YR2016],7.506,4.61177989572916,817.142857142857,,8.11038051025469,,,,,14.5778875500388,,2.673,0,2170,49910960874.5685,-1.4909411172622,7980,21890,50161394069.8757,137494406923.821,13.8004674607543,,97,26.5322885114747,,26.0770762664238,4.69231431810404,30.9170565535289,,121.9329674,12.8,115.7618278,-5081,179490005.493164,0,3.57036270843516,1.4423513120791,6282196,,,0.2,,,,,,,22.2222,1759540,,0.288612427087619,35,,1.78238021340451,Class 70.0-74.0
Liechtenstein - 2016 [YR2016],3.587,0.115518531775731,,,3.97636204100082,,,,,,,1.61,60669833862.7331,67,6237264055.20601,,,,,,,,,,,41.9543783150565,,,,117.7856364,,,175,,,235.05625,0.677661202777028,37609,,,,,100.251892089844,,105.491020202637,0.847509980201721,116.028373718262,,160,,42.4895272292041,,,0.671519031547113,Class 80.0-84.0
Lithuania - 2016 [YR2016],13.486,3.10876135276592,1.99159120310479,100,3.90568263155931,,,,,67.5873830562834,,1.69,1177533775.88122,21900,43047309305.7363,2.51882827307178,14890,29820,42716149555.9502,85539531064.6837,19.2082502118418,12.6393855646177,94,66.8664753811675,6,25.9447153605225,1.57625277213522,121.694017221697,1.47750587185705,143.3251275,4.7,99.29987929,-17334,,1279932371.67245,45.7876664218895,-1.27069453298857,2868231,1.3,22.9,0.2,,101.889976501465,31.8220182936108,102.891799926758,0.968819975852966,107.42977142334,83.3333333333333,65286,16.9315977516197,17.33919590185,5.5,,-1.0686342214764,Class 70.0-74.0
Low & middle income - 2016 [YR2016],49.7721169960007,9.31949616949343,9.41538573843293,,3.22925183934724,,,,,22.341011773982,6673362440995.2,2.62373657853269,551311964347.776,29933491.501,26925490546357.4,4.56763307005727,4378.50938725609,9347.42563133898,27333489576696.4,58352680893363,31.9925018601689,20.9075955615267,84.20274319766,22.3308204626377,,32.6427724855449,3.05495723166224,37.4507137296375,1.94642314671592,95.3965118483226,45.58310017882,,-3693543,158025218750,406366623730.574,66.5115494118123,1.29656300534752,6242647248,12.5,,0.98268176068516,15.41721534729,88.2238311767578,18.7459137625172,104.132202148438,0.999930024147034,71.7933502197266,,96260228.42,11.2117636769813,11.224588940064,26.3290076335878,15.3721750790262,2.45526147073969,Class 70.0-74.0
Low income - 2016 [YR2016],105.745573285816,23.7210099838866,4.07329623093597,,0.236357575856809,,,,,15.5327462846882,174472626022.3,4.96918390714596,16380120146.7141,3844337.7,489979322292.4,4.46430090416696,763.307394780378,1892.30646053458,472340823105.832,1170974626014.93,28.9396587381741,6.93679899668583,70.872495369903,27.9497093621317,,23.3318330483287,4.78100029135575,32.9045934353794,1.54705164809368,54.5262381613727,78.2,,-410803,40097240333.5571,14022558143.6755,39.3282691072311,2.76974917655077,618808132,44.4,,2.23185659876723,20.9854431152344,64.6684265136719,13.3749450870715,99.8829498291016,0.89301997423172,39.197681427002,,16027484.92,11.4066555752158,13.0844411988686,26.3793103448276,10.4838048071,4.07593243570039,Class 60.0-64.0
Lower middle income - 2016 [YR2016],45.6298838661536,15.1647882365033,18.2056322548737,,1.60826731648648,,,,,21.4120720103477,1820185755423.1,2.76875397436246,117881669275.672,6371614.779,6899234292487.57,5.69350575713045,2145.14709598459,6468.10453396847,6822041971448.03,20570002257208,28.0148340658455,10.5709655072505,82.62798438282,24.8557280684838,,28.8359031333352,3.00771660331731,36.0723376304415,2.13120279380691,93.7356337709951,51.1,,-3130963,44430510120.3918,269657186692.7,127.991941125031,1.45098689468932,3180221060,15,,0.600166897604059,20.5549831390381,91.1088027954102,14.118177054921,106.928741455078,1.02276003360748,69.0514221191406,,25634970,11.5880482807424,10.3913346059545,27.6796296296296,16.4872813021513,2.61820117356733,Class 65.0-69.0
Luxembourg - 2016 [YR2016],4.92,0.214197008159042,4.44,,15.2116615751511,,,,,191.098633740622,,1.41,17580970091.4303,887,62216885435.9488,4.97819043681629,73730,75120,42910077269.6517,43719406405.0222,17.9319132619894,7.96704802182564,99,157.338775636266,7.6,12.0959325625638,-1.1076169264046,60.5430499068915,0.409097655797448,130.9674621,2.8,73.77014629,12535,,1739875975.63376,226.072263698018,2.15531198799205,582014,0.1,,0.2,,79.0754318237305,39.5213156943946,100.78978729248,1.01610004901886,103.665161132813,,2590,23.7675096749456,32.2692174714763,16.5,,2.46649296367326,Class 80.0-84.0
"Macao SAR, China - 2016 [YR2016]",3.01,,,,,,,,,76.6414870235109,,1.175,1859188732.28442,,45070605746.0194,-0.679060845076179,62300,101320,39045116545.7442,63493583929.0675,21.847179361943,,,35.5429811513443,,6.62089558865973,0.861722544757342,22.5890019259374,,314.3465329,,87.58340135,6962,,27588639.7723445,20547.1475409836,1.84379989293183,626688,,,,,98.218620300293,30.2344315949176,101.528541564941,0.991119980812073,98.5565414428711,,30.5,27.7752858871884,,,,1.84379989293183,Class 80.0-84.0
Madagascar - 2016 [YR2016],129.428,25.1334543603062,3.9933234421365,,0.124763836603653,,,,,29.0925694350035,2976805934.8,4.163,540842779.829334,124826.8,11848613735.1933,3.99314606412389,450,1510,11596598264.1125,38413305509.2938,16.3659933897898,0.772406582930227,62,31.742129049744,,19.4099444671437,8.96008072722643,44.0557867499327,0.594003321714742,31.36331074,65.8,86.16275082,485,621580017.089844,299204626.141945,43.8328308697147,2.58601148442291,25501941,,,0.2,,67.5784301757813,10.0501781624062,143.824188232422,0.996739983558655,38.3115882873535,62.2222333333333,587295,9.24485187359524,1.97284875372353,12,3.59422507426469,4.45238891582207,Class 60.0-64.0
Malawi - 2016 [YR2016],127.51,25.9270434125021,8.40644361833953,89.8,0.0645883192696797,59.2,,,,,1847005075.2,4.309,115700000,24097,5433040159.88747,2.48404062592471,340,1430,5933383123.28564,24947693692.1556,,21.383185070329,81,,6.4,14.6462015662851,19.5441321378444,59.4878724413284,0.641960495729851,41.24175037,53.5,113.1412077,-5498,1241609985.35156,39053133.1253821,184.616291896479,2.71781408401004,17405624,65.7,51.5,9.5,15,,16.2604239239119,144.532943725586,0.997420012950897,39.1752510070801,74.4444666666667,118480,15.4890813193579,16.8938673074221,37,6.37693829577603,3.89395108305346,Class 60.0-64.0
Malaysia - 2016 [YR2016],10.94,8.4625245459303,1.12965517241379,99.5,7.48462131029285,,,,,66.7754129397662,,1.978,13470089920.807,193146.4,301255454041.415,4.44978139761541,9880,24180,311558556076.053,762176005888.175,25.9954805080908,49.0509162807532,93,60.1235658535102,,37.6832642766492,1.65830101051212,118.97776295553,1.38433556294046,137.8669153,8.2,104.8840891,97737,-51819999.6948242,1603918551.47574,95.9562258408157,1.4620698661924,31526418,,,0.3,13.7,100.008811950684,16.9977866652583,104.999183654785,1.03882002830505,84.7084732055664,77.7777666666667,330713,13.5507218544,8.91348575727549,23.5,,2.30338547724785,Class 75.0-79.0
Maldives - 2016 [YR2016],11.234,5.67545734492249,15.6666666666667,,3.86723668800578,,68.7102771560203,,,71.9790820075853,1221999437.3,1.913,456639057.30469,8.2,4379136461.83077,6.33830063626779,8450,16760,3836709400.95399,7611970620.07724,43.275797282678,0.025307379209988,99,77.0734125534807,8.3,11.145589814187,0.225232737020391,54.3714501877976,,178.7835827,9,108.1599644,12191,22709999.0844727,3825703.68134883,1514.17333333333,4.19690422374828,454252,0,,,,106.958061218262,,99.4276962280273,,,50,300,,0.0490018209813872,12,4.55098477762274,5.29397856367578,Class 75.0-79.0
Mali - 2016 [YR2016],160.779,37.403702997444,8.64333333333333,,0.2495333448912,,,,,23.4429129749282,3847760144.7,6.319,356476591.902583,132960,14026048690.7312,5.85229919941415,750,2050,13954289422.0938,38276068960.858,23.9626487999456,6.49934688425637,70,40.320383449542,,17.8802478129288,1.35112231370481,49.0302019594762,2.58722687622441,108.1154139,112.4,166.2290382,-30294,1205160034.17969,827242532.87385,15.3255689687672,3.1904414229907,18700106,,46.8,1,20.2,51.0461807250977,16.0480466896016,77.1702575683594,0.838020026683807,42.9929809570313,65.5555666666667,1240190,15.3959707239547,8.2315834186173,8.5,3.92840546881742,5.15152332659867,Class 55.0-59.0
Malta - 2016 [YR2016],13.123,0.92684824164461,82.970297029703,99.8,2.96976431627123,,,,,157.801367978674,,1.37,2776034107.56,3.8,11668253265.4417,3.3811157682035,23440,35820,10671635489.8544,16310239116.0183,23.254688789595,21.9332546293823,93,145.210651639772,8.6,12.3421654286555,1.99715521495546,82.5316333210007,0.510657667009493,125.1793331,6.5,140.9667068,10239,,251428716.529282,1422.9875,2.28861544064371,455356,0.1,16.7,,,101.805236816406,37.0263539858269,103.97274017334,1.03103995323181,95.808219909668,,320,25.2292360379846,6.36539055401746,26,,2.35849560810573,Class 80.0-84.0
Marshall Islands - 2016 [YR2016],65.329,12.8798899938221,,,3.6334292039976,,,,,36.6904066145834,,2.983,-3055847.4488757,94,200716000,2.01609531943913,5040,5520,243442301.572592,266750606.758163,20.1875345440721,,75,80.3950394574727,,15.3852209091453,7.51488991984968,66.262779250284,,,34.6,109.0711704,-1901,12560000.4196167,28340028.91,268.494444444444,-2.21210382968728,48329,,,,,70.8545913696289,31.5673449052392,84.7401580810547,1.02567005157471,64.4405364990234,28.8889,180,17.4520905159529,0.270441582922218,17,,-1.6636093920556,Class 60.0-64.0
Mauritania - 2016 [YR2016],82.415,21.7391882841848,337.05,,0.805179804979898,,,,,33.9251706412741,5080228847.5,4.741,271134844.997291,3346,6398738829.24531,1.26090922448303,1560,4740,6300888112.18808,19213075021.2632,31.2776696101085,0.00204652495411598,73,39.2281559211081,,25.2198711153885,11.2100311048721,59.3398183818018,2.09078614855797,89.19718946,47.4,138.8555031,-3009,307290008.544922,0,3.93120209566314,2.64252802228661,4051890,,,0.4,,,,96.8344192504883,1.03876996040344,32.677188873291,58.8889333333333,1030700,,1.08074808124804,8,15.0234089816701,4.33688802912309,Class 60.0-64.0
